,title,keyword,category,score,author,publisher,reviewnum
796,일본은 왜 한국역사에 집착하는가,시코쿠 야마토 신라 조선 아스카 도요토미,"['국내도서 > 역사/문화 > 한국사 > 개화기 > 한일관계와역사', '국내도서 > 역사/문화 > 문화일반 > 유적/유물']","['0', '21', '21', '7', '50']",홍성화 저자(글),시여비,17.0
797,전태일평전,사회 인간 한국역사인물 노동자 편집 세대,"['국내도서 > 정치/사회 > 사회학 > 사회사상 > 사회운동가', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 사회운동가', '국내도서 > 정치/사회 > 사회문제/복지 > 노동문제 > 노동운동', '국내도서 > 역사/문화 > 한국사 > 한국역사인물', '국내도서 > 역사/문화 > 역사인물 > 한국역사인물']","['33', '23', '10', '3', '30']",조영래 저자(글),아름다운전태일,39.0
798,영화와 함께하는 한국사,체크 연산군 유신 체제 독립신문 무등 유교 사상,"['국내도서 > 청소년 > 청소년 역사', '국내도서 > 역사/문화 > 한국사 > 한국통사', '국내도서 > 역사/문화 > 청소년 역사', '국내도서 > 예술/대중문화 > 영화 > 영화이야기']","['38', '0', '13', '0', '50']","차경호 , 송치중 저자(글)",해냄에듀,11.0
799,하멜표류기,유럽 나가사키 한국사 네덜란드인 조선시대 네덜란드,['국내도서 > 역사/문화 > 한국사 > 조선시대 > 조선후기'],"['38', '35', '8', '5', '14']",헨드릭 하멜 저자(글) · 신동운 번역,스타북스,50.0
800,벌거벗은 한국사: 권력편,전봉준 연개소문 이방원 김유신 조선 박문수,['국내도서 > 역사/문화 > 한국사 > 한국통사'],"['31', '19', '11', '17', '22']",tvN STORY 〈벌거벗은 한국사〉 제작팀 저자(글),프런트페이지,44.0
801,징비록,조선 도요토미 히데요시 현대문학상 이순신 미당 노부나가,['국내도서 > 역사/문화 > 한국사 > 조선시대 > 조선중기'],"['0', '0', '0', '100', '0']",유성룡 원작 · 김기택 번역 · 임홍빈 해설 · 이부록 그림/만화,알마,25.0
802,한국전쟁의 기원 1,조선 소련 인민공화국 인민 남한 위원회,"['국내도서 > 역사/문화 > 한국사 > 근현대사 > 해방전후사/한국전쟁', '국내도서 > 정치/사회 > 국방/군사 > 한국전쟁']","['0', '36', '0', '7', '57']",브루스 커밍스 저자(글) · 김범 번역,글항아리,15.0
803,나의 아버지 최재형,올가 한국역사인물 연해주 러시아 안중근 의사 함경북도,"['국내도서 > 역사/문화 > 한국사 > 한국역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 역사인물 > 한국역사인물']","['67', '0', '33', '0', '0']","최올가 , 최발렌틴 저자(글) · 정헌 번역",상상,3.0
804,한국전쟁의 기원 2-1,소련 이승만 북한 미국 중국 남한,"['국내도서 > 역사/문화 > 한국사 > 근현대사 > 해방전후사/한국전쟁', '국내도서 > 정치/사회 > 국방/군사 > 한국전쟁']","['0', '43', '0', '29', '29']",브루스 커밍스 저자(글) · 김범 번역,글항아리,8.0
805,시민의 한국사 2: 근현대편,미래 남북 관계 북한 사회 과거 한국 공부,['국내도서 > 역사/문화 > 한국사 > 근현대사 > 한국근현대사'],"['27', '41', '8', '8', '16']",한국역사연구회 저자(글),돌베개,45.0
806,한국전쟁의 기원 2-2,소련 중국 북한 남한 타이완 워싱턴,"['국내도서 > 역사/문화 > 한국사 > 근현대사 > 해방전후사/한국전쟁', '국내도서 > 정치/사회 > 국방/군사 > 한국전쟁']","['0', '25', '0', '0', '75']",브루스 커밍스 저자(글) · 김범 번역,글항아리,4.0
807,한문이 말하지 못한 한국사,훈민정음 의천 김부식 한양 몽골 언문,['국내도서 > 역사/문화 > 한국사 > 한국통사'],"['0', '100', '0', '0', '0']",장지연 저자(글),푸른역사,1.0
808,시민의 한국사 1: 전근대편,조선 미래 신라 과거 체제 공부,['국내도서 > 역사/문화 > 한국사 > 근현대사 > 한국근현대사'],"['43', '29', '14', '6', '8']",한국역사연구회 저자(글),돌베개,66.0
809,술술 한국사 3: 조선시대,국권 수호 운동 천민 성리학 수능 시험 정치 변동 국권 침탈,"['국내도서 > 청소년 > 청소년 역사', '국내도서 > 역사/문화 > 한국사 > 조선시대 > 조선시대일반', '국내도서 > 역사/문화 > 청소년 역사']","['0', '50', '0', '50', '0']",김주희 저자(글) · 이량덕 그림/만화 · 정호섭 감수,주니어김영사,9.0
810,민족의 장군 홍범도,봉오동 연해주 단양 백두산 전투 독립군,"['국내도서 > 역사/문화 > 한국사 > 한국역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 역사인물 > 한국역사인물']","['22', '11', '0', '44', '22']",이동순 저자(글),한길사,10.0
811,설민석의 조선왕조실록,임금 한국사 호랑이 조선시대 이방원 중종,['국내도서 > 역사/문화 > 한국사 > 조선시대 > 조선왕조사'],"['38', '42', '8', '1', '11']",설민석 저자(글) · 최준석 그림/만화,세계사,2215.0
812,술술 한국사 5: 일제 강점기,역사 왜곡 역사 용어 인터넷 사이트 수능 시험 을사조약 을사늑약,"['국내도서 > 청소년 > 청소년 역사', '국내도서 > 역사/문화 > 한국사 > 개화기 > 일제시대', '국내도서 > 역사/문화 > 청소년 역사']","['0', '0', '0', '0', '0']",노현임 저자(글) · 백대승 그림/만화 · 한철호 감수,주니어김영사,17.0
813,박시백의 고려사 3: 무신정권과 반란의 시대,조선 정인지 신라 김종서 삼국사기 태조 왕건,['국내도서 > 역사/문화 > 한국사 > 고려시대'],"['14', '24', '10', '24', '29']",박시백 저자(글),휴머니스트,72.0
814,한국에 가혹했던 전쟁과 휴전,재정부 미 동맹 맥아더 장군 중공군 종군 퓰리처상,"['국내도서 > 인문 > 인문학일반 > 인문교양', '국내도서 > 정치/사회 > 국방/군사 > 전쟁/전쟁사', '국내도서 > 역사/문화 > 한국사 > 근현대사 > 한국근현대사']","['12', '41', '6', '12', '29']",마거리트 히긴스 저자(글) · 이현표 번역,KORUS,17.0
815,1950 미중전쟁,소련 한반도 인민공화국 내상 비주얼 중화,"['국내도서 > 역사/문화 > 한국사 > 근현대사 > 해방전후사/한국전쟁', '국내도서 > 정치/사회 > 국방/군사 > 한국전쟁']","['30', '20', '20', '10', '20']",KBS 다큐 인사이트〈1950 미중전쟁〉 제작팀 저자(글) · 박태균 감수,책과함께,18.0
816,한 컷 한국사,한국 정치 해설 공녀 현장 민주 공화국 농민군,"['국내도서 > 청소년 > 청소년 역사', '국내도서 > 역사/문화 > 한국사 > 한국통사', '국내도서 > 역사/문화 > 청소년 역사']","['38', '12', '2', '24', '24']","조한경 , 김남수 , 김민수 , 김종민 , 박범희 , 박상필 , 박중현 , 백형대 , 정연두 , 차경호 저자(글)",해냄에듀,48.0
817,난중일기,조선 미년 유네스코세계기록유산 충무공 한산 노량,"['국내도서 > 역사/문화 > 한국사 > 조선시대 > 조선중기', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 한국사 > 한국역사인물', '국내도서 > 역사/문화 > 역사인물 > 한국역사인물']","['29', '21', '14', '21', '14']",이순신 저자(글) · 장윤철 번역,스타북스,44.0
818,궁으로 간 최순이,고종 무형문화재 진주 궁중 검무 아이돌,"['국내도서 > 역사/문화 > 한국사 > 한국역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 역사인물 > 한국역사인물']","['50', '50', '0', '0', '0']",양지선 저자(글),경상국립대학교출판부,2.0
819,최태성의 만화 한국사 1: 전근대편,조선 공민왕 단군 신화 한강 동아시아 진수,"['국내도서 > 역사/문화 > 한국사 > 한국통사', '국내도서 > 만화 > 역사만화']","['43', '29', '3', '5', '20']","최태성 , 김연큐 저자(글) · 김연큐 그림/만화",메가스터디북스,81.0
820,동포의 학살을 거부한다,반란 백운산 봉기 광양 교회사 전라남도,['국내도서 > 역사/문화 > 한국사 > 근현대사 > 해방전후사/한국전쟁'],"['33', '17', '33', '0', '17']",주철희 저자(글),흐름출판사,6.0
821,대한민국 징비록,조선 일본 한국역사 송시열 임진왜란 대한제국,['국내도서 > 역사/문화 > 한국사 > 한국통사'],"['32', '12', '36', '4', '16']",박종인 저자(글),와이즈맵,43.0
822,일본은 고려의 속국이었다,고려사 금사 태조 정약용 정인보 세종,['국내도서 > 역사/문화 > 한국사 > 고려시대'],"['50', '0', '0', '0', '50']",강효백 저자(글),말벗,5.0
823,한중록,정조 조선시대 순조 갈등 즉위 기록,['국내도서 > 역사/문화 > 한국사 > 조선시대 > 조선후기'],"['44', '26', '19', '3', '8']",혜경궁 홍씨 저자(글) · 신동운 번역,스타북스,92.0
824,박시백의 고려사 1,견훤 조선 역사만화 궁예 왕건 태조,['국내도서 > 역사/문화 > 한국사 > 고려시대'],"['48', '29', '9', '1', '12']",박시백 저자(글),휴머니스트,85.0
825,난중일기(초판본)(오리지널 초판본 표지디자인),충무공 왜적 명량 도요토미 히데요시 장수 서애,['국내도서 > 역사/문화 > 한국사 > 조선시대 > 조선중기'],"['46', '15', '12', '15', '12']",이순신 저자(글) · 김문정 번역,더스토리,46.0
826,대한민국 근현대사 시리즈 세트,여수 제주 연대 백록담 남조선 노병,"['국내도서 > 역사/문화 > 한국사 > 근현대사 > 한국근현대사', '국내도서 > 역사/문화 > 한국사 > 개화기 > 일제시대']","['50', '5', '14', '5', '27']",박윤식 저자(글),휘선,24.0
827,한국 사람 만들기 1,중국 조선 사람 조선시대 흥선대원군 정체성 주자,['국내도서 > 역사/문화 > 한국사 > 조선시대 > 조선시대일반'],"['40', '20', '27', '0', '13']",함재봉 저자(글),에이치(H) 프레스,15.0
828,이순신의 바다,역사 전쟁 해전 류성룡 곽재우 임진왜란,['국내도서 > 역사/문화 > 한국사 > 조선시대 > 조선중기'],"['46', '25', '14', '7', '9']",황현필 저자(글),역바연,213.0
829,어쩌면 당신이 원했던 괴담실록,조선 역사 외전 조선시대 괴담 요괴,"['국내도서 > 역사/문화 > 한국사 > 조선시대 > 조선시대일반', '국내도서 > 인문 > 한국문학론 > 한국고전문학 > 구비문학/설화']","['42', '21', '0', '16', '21']",괴담실록 저자(글),북스고,43.0
830,세상에서 가장 짧은 한국사,조선 묘청 중세 의자왕 고대 고종,['국내도서 > 역사/문화 > 한국사 > 한국통사'],"['35', '43', '8', '1', '13']",김재원 저자(글),빅피시,103.0
831,아틀라스 한국사,조선 신라 한국통사 특집 조운 남북국,['국내도서 > 역사/문화 > 한국사 > 한국통사'],"['27', '40', '0', '0', '33']",한국교원대학교 역사교육과 교수진 저자(글),사계절,20.0
832,고려거란전쟁,강감찬 송나라 고려사 현종 왕건 구주,['국내도서 > 역사/문화 > 한국사 > 고려시대'],"['16', '24', '8', '12', '40']",길승수 저자(글),들녘,26.0
833,조선 레지스탕스의 두 얼굴,조선 조봉암 독립운동 안중근 민비 독립투사,"['국내도서 > 역사/문화 > 한국사 > 개화기 > 일제시대', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 한국사 > 한국역사인물', '국내도서 > 역사/문화 > 역사인물 > 한국역사인물']","['39', '11', '33', '3', '14']",진명행 저자(글),양문,57.0
834,"나는 여성이고, 독립운동가입니다",운동가 일제시대 한국 여성 여성독립운동가 운동사 조국,"['국내도서 > 청소년 > 청소년 역사', '국내도서 > 역사/문화 > 한국사 > 개화기 > 일제시대', '국내도서 > 역사/문화 > 청소년 역사']","['20', '40', '30', '0', '10']",심옥주 저자(글) · 장경혜 그림/만화,우리학교,10.0
835,한국 사람 만들기 2: 친일개화파,일본 조선 김옥균 후쿠자와 에도 시대 고종,['국내도서 > 역사/문화 > 한국사 > 개화기 > 일제시대'],"['60', '20', '0', '0', '20']",함재봉 저자(글),에이치(H) 프레스,5.0
836,박시백의 고려사 2,조선 이자겸 여진 강감찬 묘청 김부식,['국내도서 > 역사/문화 > 한국사 > 고려시대'],"['37', '22', '6', '12', '24']",박시백 저자(글),휴머니스트,62.0
837,광화문 괴담,최익현 한성 남대문 이준 류성룡 정약용,['국내도서 > 역사/문화 > 한국사 > 한국통사'],"['12', '47', '0', '12', '29']",박종인 저자(글),와이즈맵,25.0
838,반환 미군기지의 흔적을 찾아서,캠프 브런치 잭슨 카카오 인천 아카이,"['국내도서 > 역사/문화 > 한국사 > 근현대사 > 한국현대사', '국내도서 > 정치/사회 > 국방/군사 > 국방/군사일반']","['0', '0', '0', '0', '100']",신상수 저자(글),북랩,2.0
839,쟁점 한국사: 현대편,일본 박정희 이승만 유신 베트남 전쟁 단군조선,['국내도서 > 역사/문화 > 한국사 > 근현대사 > 한국현대사'],"['0', '50', '0', '0', '50']","박태균 기획 · 유지아 , 정병준 , 김태우 , 홍석률 , 한홍구 , 오제연 , 이신철 저자(글)",창비,19.0
840,최태성의 만화 한국사 2: 근현대편,식민지 조선 대한민국 흥선 임자 대원군 한반도,"['국내도서 > 역사/문화 > 한국사 > 근현대사 > 한국근현대사', '국내도서 > 만화 > 역사만화']","['39', '25', '4', '10', '22']","최태성 , 김연큐 저자(글) · 김연큐 그림/만화",메가스터디북스,60.0
841,독일 아리랑,박정희 대통령 한국 서독 베를린 주역 상륙작전,['국내도서 > 역사/문화 > 한국사 > 근현대사 > 한국근현대사'],"['0', '0', '100', '0', '0']",김용출 저자(글),북랩,1.0
842,제시의 일기,일본 그래픽 노블 김현주 독립운동 중경 일제시대,['국내도서 > 역사/문화 > 한국사 > 개화기 > 일제시대'],"['50', '17', '17', '0', '17']","양우조 , 최선화 저자(글) · 김현주 정리",우리나비,7.0
843,"장인과 닥나무가 함께 만든 역사, 조선의 과학기술사",중국 연대 종이 인류세 자치통감 세종,['국내도서 > 역사/문화 > 한국사 > 조선시대 > 조선시대생활/문화'],"['0', '100', '0', '0', '0']",이정 저자(글),푸른역사,2.0
844,헤이그 특사 이준과 아브라함 카이퍼의 만남,하나님 열사 섭리 은혜 신학자 인물,"['국내도서 > 종교 > 기독교(개신교) > 기독교역사 > 기독교역사', '국내도서 > 역사/문화 > 한국사 > 개화기 > 근대개화기']","['0', '100', '0', '0', '0']",김정기 저자(글),세움북스,1.0
